AreaID,AreaName,fld01,fld02,fld03,fld05,fld06,fld04,fld08,fld07,fld10,date,animal,city,update_date
207,207萬里區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
208,208金山區,0,1,0,0,1,1,0,0,0,2025/11/05,0,A,2025/11/06
220,220板橋區,3,4,0,17,7,0,0,0,0,2025/11/05,0,A,2025/11/06
221,221汐止區,0,0,0,2,0,0,0,0,0,2025/11/05,0,A,2025/11/06
222,222深坑區,0,1,0,0,0,1,0,0,0,2025/11/05,0,A,2025/11/06
223,223石碇區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
224,224瑞芳區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
226,226平溪區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
227,227雙溪區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
228,228貢寮區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
231,231新店區,1,1,0,4,1,1,0,0,0,2025/11/05,0,A,2025/11/06
232,232坪林區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
233,233烏來區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
234,234永和區,1,1,0,5,1,0,0,0,0,2025/11/05,0,A,2025/11/06
235,235中和區,2,1,0,2,3,1,0,0,0,2025/11/05,0,A,2025/11/06
236,236土城區,0,1,0,1,4,1,0,0,0,2025/11/05,0,A,2025/11/06
237,237三峽區,0,1,0,0,1,0,0,0,0,2025/11/05,0,A,2025/11/06
238,238樹林區,0,2,0,1,1,1,0,0,0,2025/11/05,0,A,2025/11/06
239,239鶯歌區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
241,241三重區,1,7,0,12,2,0,0,0,0,2025/11/05,0,A,2025/11/06
242,242新莊區,0,0,0,6,4,0,0,0,0,2025/11/05,0,A,2025/11/06
243,243泰山區,1,0,0,1,0,0,0,0,0,2025/11/05,0,A,2025/11/06
244,244林口區,0,4,0,9,7,1,0,1,0,2025/11/05,0,A,2025/11/06
247,247蘆洲區,1,6,0,3,3,6,0,0,0,2025/11/05,0,A,2025/11/06
248,248五股區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
249,249八里區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
251,251淡水區,0,0,0,1,3,0,0,0,0,2025/11/05,0,A,2025/11/06
252,252三芝區,0,1,0,0,0,1,0,0,0,2025/11/05,0,A,2025/11/06
253,253石門區,0,0,0,0,0,0,0,0,0,2025/11/05,0,A,2025/11/06
207,207萬里區,1,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
208,208金山區,0,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
220,220板橋區,7,13,0,16,5,7,0,0,0,2025/11/05,1,A,2025/11/06
221,221汐止區,1,1,0,8,8,0,0,0,0,2025/11/05,1,A,2025/11/06
222,222深坑區,0,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
223,223石碇區,0,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
224,224瑞芳區,0,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
226,226平溪區,0,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
227,227雙溪區,0,1,0,0,0,1,0,0,0,2025/11/05,1,A,2025/11/06
228,228貢寮區,0,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
231,231新店區,4,7,0,4,4,5,0,0,0,2025/11/05,1,A,2025/11/06
232,232坪林區,0,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
233,233烏來區,0,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
234,234永和區,4,2,0,2,3,1,0,0,0,2025/11/05,1,A,2025/11/06
235,235中和區,4,9,0,3,4,5,0,0,0,2025/11/05,1,A,2025/11/06
236,236土城區,1,2,0,5,5,2,0,0,0,2025/11/05,1,A,2025/11/06
237,237三峽區,2,5,0,4,2,4,0,0,0,2025/11/05,1,A,2025/11/06
238,238樹林區,0,1,0,1,4,1,0,0,0,2025/11/05,1,A,2025/11/06
239,239鶯歌區,0,2,0,0,2,1,0,0,0,2025/11/05,1,A,2025/11/06
241,241三重區,4,8,0,12,5,6,0,0,0,2025/11/05,1,A,2025/11/06
242,242新莊區,5,5,0,8,3,5,0,0,0,2025/11/05,1,A,2025/11/06
243,243泰山區,0,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
244,244林口區,1,4,0,9,7,2,0,0,0,2025/11/05,1,A,2025/11/06
247,247蘆洲區,2,3,0,3,2,0,0,0,0,2025/11/05,1,A,2025/11/06
248,248五股區,0,14,0,18,0,0,0,0,0,2025/11/05,1,A,2025/11/06
249,249八里區,0,1,0,0,1,1,0,0,0,2025/11/05,1,A,2025/11/06
251,251淡水區,4,4,0,1,4,3,0,0,0,2025/11/05,1,A,2025/11/06
252,252三芝區,1,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
253,253石門區,0,0,0,0,0,0,0,0,0,2025/11/05,1,A,2025/11/06
